Rainfall,RainTomorrow,Temp_avg,Pressure_avg,Humidity_avg,WindSpeed_avg
0.2,No,11.95,1018.0999999999999,73.5,31.0
0.2,No,19.65,1014.8,36.0,30.333333333333332
0.2,No,26.075000000000003,1013.0,47.5,19.0
0.2,No,15.975,1015.8,66.5,14.666666666666666
0.4,No,11.525,1021.8,56.5,18.0
0.4,No,29.625000000000004,1007.7,39.0,34.0
0.4,No,21.75,1012.65,58.0,38.666666666666664
0.4,Yes,17.55,1008.85,64.5,32.666666666666664
0.8,No,20.025,1018.2,28.5,39.0
0.2,Yes,18.975,1021.35,42.5,23.666666666666668
0.2,Yes,13.575,1014.35,67.0,21.333333333333332
0.2,No,13.524999999999999,1015.55,82.0,13.0
0.8,No,17.475,1023.9000000000001,44.0,23.666666666666668
0.4,No,15.899999999999999,1021.6,75.5,16.666666666666668
0.2,No,20.975,1013.4,59.0,27.0
0.2,No,20.725,1019.7,36.5,12.333333333333334
0.6,No,10.925,1013.5,71.0,10.333333333333334
0.2,No,15.1,1014.0,38.5,23.333333333333332
0.2,No,23.025,1016.7,49.0,20.666666666666668
1.0,Yes,19.925,1004.8,43.0,40.0
0.2,Yes,16.575,1017.7,70.0,22.333333333333332
0.6,No,23.35,1017.25,37.0,20.0
0.4,No,24.0,1022.5,52.5,23.666666666666668
0.2,No,16.775,1011.75,63.0,21.0
1.0,No,12.950000000000001,1021.45,49.5,19.666666666666668
0.2,Yes,19.5,1016.2,67.5,14.666666666666666
0.2,No,15.55,1006.25,81.0,15.333333333333334
1.0,No,13.700000000000001,1024.7,62.5,16.0
0.6,No,14.17,1020.35,81.0,17.333333333333332
0.4,No,17.775000000000002,1015.5999999999999,69.0,23.0
0.8,Yes,11.1,1030.75,80.5,19.333333333333332
0.4,No,16.125,1017.8,81.0,18.666666666666668
0.4,Yes,12.84375,1006.25,81.5,20.333333333333332
0.2,No,14.925,1014.75,58.0,19.333333333333332
1.0,Yes,17.491666666666667,1002.3,77.0,23.666666666666668
0.6,No,19.325,1019.0999999999999,80.5,19.333333333333332
0.4,No,12.55,1031.65,71.0,15.666666666666666
1.0,No,15.675,1024.8,51.5,25.0
0.2,No,16.3,1023.45,75.0,14.333333333333334
0.6,No,18.59,1027.85,65.5,23.0
0.8,Yes,16.575,1022.25,72.0,21.0
0.6,Yes,8.7,1004.05,79.0,23.666666666666668
0.8,No,18.75,1012.25,66.5,23.333333333333332
0.4,No,14.778571428571428,1028.25,77.0,17.333333333333332
0.2,Yes,15.385,1016.05,82.0,17.333333333333332
0.6,Yes,16.525,1014.8,87.0,15.333333333333334
0.6,No,16.075,1019.0,70.5,15.666666666666666
0.6,No,16.425,1023.8,58.5,21.0
1.0,No,17.7,1017.85,77.5,28.666666666666668
0.2,Yes,11.625,1006.1,80.0,24.0
0.2,Yes,9.3,1013.75,91.0,17.666666666666668
0.6,Yes,12.75,1008.15,79.5,18.0
0.2,No,16.599999999999998,1009.05,70.0,22.666666666666668
0.2,No,14.243749999999999,1030.55,60.5,19.333333333333332
0.6,Yes,15.450000000000001,1021.2,81.5,26.666666666666668
0.4,No,16.225,1026.75,78.5,24.0
0.8,No,15.75,1030.2,87.5,18.666666666666668
0.4,Yes,15.6,1017.2,68.5,30.333333333333332
0.2,No,12.625,1021.95,68.0,18.666666666666668
1.0,No,14.491666666666667,1012.85,66.5,24.0
0.2,No,18.475,1019.5,60.0,23.666666666666668
0.2,No,19.975,1020.6500000000001,75.5,15.333333333333334
0.8,Yes,13.305000000000001,1023.8,80.0,19.666666666666668
0.2,No,6.125,1025.8,84.5,9.333333333333334
0.4,No,9.55,1020.1,85.5,20.0
0.2,No,10.125,1018.55,83.5,10.666666666666666
1.0,Yes,9.95,1015.45,75.5,27.333333333333332
0.2,Yes,11.375,1017.0999999999999,95.5,14.333333333333334
0.2,No,8.3,1020.35,73.0,28.0
0.2,No,6.075,1033.25,90.5,5.0
0.4,Yes,8.4,1014.8,90.0,14.666666666666666
0.2,No,9.025,1026.35,65.5,6.666666666666667
1.0,No,9.225,1030.3,82.5,8.0
0.2,No,13.5,1025.5,55.5,17.0
0.4,No,20.5,1010.35,61.0,20.333333333333332
0.4,Yes,5.75,1014.55,91.5,10.666666666666666
0.8,No,14.099999999999998,1013.75,77.5,29.333333333333332
0.2,Yes,14.0,1014.45,80.5,26.0
0.2,No,12.575,1029.25,81.5,10.0
0.2,No,7.65,1037.95,73.5,7.666666666666667
0.4,No,13.575,1015.95,67.5,18.333333333333332
0.2,No,8.7,1025.8000000000002,90.0,9.333333333333334
0.2,Yes,9.3,1013.8,79.5,32.333333333333336
0.2,No,9.425,1026.15,77.5,18.333333333333332
0.2,No,11.6,1034.4,76.5,11.0
1.0,No,20.45,1008.1500000000001,45.0,28.333333333333332
0.4,No,28.225,1014.25,42.5,16.666666666666668
0.8,No,25.775000000000002,1009.85,40.5,17.333333333333332
0.2,No,10.125,1026.8,66.0,9.333333333333334
0.2,No,13.875,1013.05,75.0,18.0
0.2,No,12.125,1021.9,52.0,27.0
0.8,No,11.3,1020.6,67.5,21.666666666666668
0.2,No,9.075,1033.55,77.5,9.0
0.2,No,27.525,1012.3,13.0,35.0
0.4,No,13.45,1031.85,81.0,7.333333333333333
0.2,No,21.650000000000002,1014.7,69.5,7.666666666666667
0.2,Yes,14.4,1023.7,69.5,9.0
0.2,No,22.975,1018.55,66.0,17.333333333333332
0.2,No,19.275000000000002,1020.95,80.0,14.333333333333334
0.4,Yes,15.049999999999999,1016.6,84.5,26.666666666666668
0.4,No,21.1,1020.0,62.0,14.0
0.2,No,16.7,1029.1,74.5,7.666666666666667
0.2,No,14.100000000000001,1012.4000000000001,45.5,28.333333333333332
0.2,No,16.25,1024.4,57.5,14.666666666666666
0.2,No,19.9,1021.4,76.5,15.333333333333334
0.2,No,19.05,1013.55,76.0,16.333333333333332
1.0,Yes,16.7,1023.0,75.0,17.0
0.8,No,18.2,1008.95,66.0,17.666666666666668
0.2,No,19.5,1024.25,67.5,12.333333333333334
0.2,Yes,13.625,1018.75,97.5,24.333333333333332
0.2,No,13.600000000000001,1022.2,82.5,26.0
0.4,Yes,7.65,1026.85,96.0,28.333333333333332
0.6,Yes,9.75,1017.6,75.0,31.0
0.2,No,16.05,1029.0500000000002,46.0,24.666666666666668
0.6,Yes,6.325,1015.5,98.5,25.666666666666668
0.2,Yes,4.4,1021.55,87.5,25.333333333333332
0.2,No,10.075,1020.2,71.0,32.333333333333336
0.2,No,15.05,1018.6,74.0,18.666666666666668
0.2,Yes,7.475,1003.3,97.0,38.0
0.2,No,22.775,1011.5,61.5,20.666666666666668
0.2,No,17.75,1007.8,82.5,32.666666666666664
1.0,Yes,10.15,1013.5999999999999,99.0,33.666666666666664
0.4,No,11.125,1021.45,70.0,21.0
0.2,No,10.45,1014.95,81.0,35.666666666666664
0.2,No,7.800000000000001,1028.65,72.5,9.666666666666666
1.0,No,11.65,1010.8,66.0,22.333333333333332
0.2,No,15.425,1015.6,60.5,33.0
0.2,No,9.524999999999999,1017.25,85.0,29.0
0.8,Yes,21.6,1019.05,59.5,30.333333333333332
0.2,No,15.275,1021.0,53.5,22.0
0.4,Yes,7.025,1001.0999999999999,98.5,27.666666666666668
0.4,Yes,7.699999999999999,1008.7,84.5,38.666666666666664
0.4,No,9.725000000000001,1017.1,84.5,39.0
0.4,No,6.375,1019.7,84.5,26.0
0.2,No,6.550000000000001,1027.15,85.0,19.333333333333332
0.6,No,6.975,1031.1999999999998,92.0,20.0
0.2,No,15.375,1020.75,54.5,27.666666666666668
0.4,No,9.664285714285715,1020.2,94.0,22.333333333333332
0.4,No,8.9,1021.45,67.5,26.666666666666668
0.2,No,10.55,1015.4,73.5,21.666666666666668
0.4,No,12.15,1019.5999999999999,84.0,23.333333333333332
1.0,Yes,12.625,1012.35,86.0,31.333333333333332
0.2,No,11.475,1023.25,78.0,23.0
0.2,No,15.55,1010.0,59.0,39.333333333333336
0.2,Yes,9.525,1022.5,98.5,21.666666666666668
0.2,Yes,10.825,1014.25,75.5,33.333333333333336
0.2,No,12.35,1031.1,69.5,19.0
0.4,No,11.4,1018.7,82.5,32.333333333333336
1.0,Yes,6.775,1011.05,98.0,30.333333333333332
0.2,No,9.2,1005.1500000000001,83.0,31.333333333333332
0.4,Yes,10.575,1015.1,90.0,36.666666666666664
0.8,Yes,11.7,1010.15,78.5,35.666666666666664
0.2,Yes,10.825,1007.65,86.5,37.0
0.2,No,9.05,1028.5500000000002,87.0,18.0
0.2,No,8.75,1004.25,99.0,24.0
0.2,No,7.875,1022.9000000000001,85.0,33.333333333333336
0.2,No,2.75,1018.5999999999999,95.0,25.333333333333332
0.4,Yes,5.125,1029.55,94.5,22.0
0.2,No,7.05,1023.45,93.5,28.666666666666668
0.8,No,8.65,1025.35,80.0,26.666666666666668
0.2,No,9.65,1027.35,73.5,32.666666666666664
0.4,No,10.025,1006.2,88.0,32.0
1.0,No,14.200000000000001,1014.75,67.0,36.333333333333336
0.2,Yes,14.05,1012.5,98.0,13.666666666666666
0.2,No,11.225,1026.8000000000002,55.0,9.333333333333334
0.2,Yes,10.875,1002.8,86.5,18.666666666666668
0.2,Yes,7.324999999999999,1007.25,92.0,27.0
0.2,No,7.55,1027.9499999999998,75.5,10.333333333333334
0.2,No,8.7,1018.6500000000001,79.5,22.0
0.2,No,8.575,1034.6,68.0,15.333333333333334
0.8,No,8.075,1016.0,86.0,19.333333333333332
0.4,No,10.7,1011.1,52.0,31.666666666666668
0.2,No,12.4,1016.55,69.5,19.0
0.2,No,8.25,1019.6500000000001,79.0,14.0
0.2,No,8.75,1028.65,69.0,16.666666666666668
0.8,Yes,8.525,1017.6,89.5,26.666666666666668
1.0,Yes,7.975,1005.7,89.0,20.333333333333332
0.2,No,7.975,1032.35,81.5,14.0
0.2,No,20.125,1011.25,28.0,26.0
0.2,No,17.525000000000002,1009.85,54.5,31.333333333333332
0.2,No,22.3,1015.55,69.0,19.0
0.2,No,12.175,1013.25,71.0,29.0
0.2,No,9.399999999999999,1029.35,82.0,13.333333333333334
0.2,No,14.9,1017.0999999999999,60.0,26.666666666666668
0.2,No,11.625,1034.65,74.5,24.0
0.2,No,10.85,1016.4,79.0,19.0
0.2,Yes,8.0,998.5,89.5,29.666666666666668
0.4,No,10.925,1017.8499999999999,77.5,25.333333333333332
0.2,Yes,14.650000000000002,1017.0999999999999,66.0,31.333333333333332
0.2,No,12.075,1024.25,49.0,23.0
0.4,No,19.425,1016.25,74.0,14.333333333333334
0.4,No,11.649999999999999,1027.0,54.0,34.333333333333336
0.8,Yes,11.85,1016.2,74.0,18.0
0.2,No,10.524999999999999,1023.65,59.0,25.666666666666668
0.2,No,29.2,1011.95,35.5,28.333333333333332
0.8,Yes,26.775,1013.95,65.0,19.0
0.4,No,10.125,1028.35,79.5,13.666666666666666
0.2,No,6.699999999999999,1025.4,87.5,12.333333333333334
0.2,No,15.674999999999999,1020.45,47.0,34.666666666666664
0.2,Yes,5.85,1009.65,81.5,25.333333333333332
0.2,No,14.0,1021.3499999999999,48.0,23.333333333333332
0.2,No,18.375,1019.35,43.5,37.0
0.2,Yes,10.7,1015.5,88.5,15.333333333333334
0.4,No,28.0,1013.65,59.0,12.333333333333334
0.4,Yes,25.25,1012.4,74.0,9.333333333333334
0.8,No,24.1,1012.9000000000001,30.0,17.333333333333332
0.2,No,22.625,1022.2,54.5,16.333333333333332
0.6,No,25.125,1015.2,72.5,9.0
0.4,No,25.725,1019.65,57.0,18.0
0.2,No,27.775,1007.5,52.5,19.0
0.2,No,17.6,1028.4499999999998,64.0,19.333333333333332
0.2,No,23.125,1017.75,55.0,19.333333333333332
1.0,Yes,19.849999999999998,1028.75,66.5,16.0
0.6,Yes,22.325000000000003,1022.6,74.0,15.333333333333334
0.4,No,21.95,1018.6,75.5,16.0
0.6,No,19.975,1020.0,50.5,19.666666666666668
0.4,No,24.225,1017.85,58.0,15.333333333333334
0.2,No,23.975,1013.75,72.0,11.666666666666666
0.6,Yes,24.6,1013.1500000000001,82.0,15.333333333333334
0.4,Yes,24.2,1010.2,76.0,20.333333333333332
0.2,No,16.825,1012.0999999999999,57.0,17.666666666666668
0.4,No,25.375,1018.75,68.0,15.0
0.2,No,26.85,1017.05,51.0,26.0
0.4,No,21.775,1018.5,60.5,12.333333333333334
0.8,Yes,17.625,1027.25,91.0,9.0
0.2,No,16.049999999999997,1013.95,66.0,10.333333333333334
0.2,No,19.7,1015.3,54.5,11.666666666666666
0.8,No,24.674999999999997,1013.85,72.0,30.666666666666668
0.2,No,25.549999999999997,1014.8499999999999,68.5,23.666666666666668
0.6,No,28.049999999999997,1005.45,70.5,24.333333333333332
0.6,Yes,24.775,1017.35,57.0,35.666666666666664
0.8,No,25.775,1016.15,63.0,32.666666666666664
0.2,No,26.35,1013.35,64.5,26.666666666666668
0.2,No,25.85,1016.5,45.5,35.666666666666664
1.0,No,23.025,1016.45,66.0,24.666666666666668
0.2,No,28.875,1013.25,50.5,30.333333333333332
0.2,No,27.625,1011.85,50.5,26.0
0.2,Yes,27.099999999999998,1008.85,72.5,32.0
0.2,No,27.575000000000003,1011.9,64.0,25.333333333333332
0.4,No,23.674999999999997,1020.5,64.0,34.333333333333336
0.4,No,30.0,1008.6,60.5,23.333333333333332
0.4,No,27.075000000000003,1013.8,63.5,30.333333333333332
0.2,No,26.949999999999996,1014.65,65.5,22.333333333333332
0.2,No,21.424999999999997,1012.8,74.5,16.0
1.0,Yes,27.525,1010.05,73.0,24.666666666666668
0.4,No,27.85,1011.4000000000001,58.5,32.333333333333336
0.2,No,27.375,1014.85,65.0,30.333333333333332
0.2,Yes,27.15,1011.0999999999999,78.0,16.666666666666668
0.2,Yes,25.3,1010.8,91.0,25.333333333333332
0.8,Yes,26.925,1013.8,65.0,31.0
0.2,No,26.75,1014.8,70.5,28.333333333333332
0.2,Yes,25.55,1007.8,92.5,21.0
0.2,No,27.8,1011.8499999999999,57.0,23.666666666666668
0.8,No,28.225,1009.2,69.5,25.333333333333332
0.8,No,23.575,1019.3,54.0,31.0
0.2,No,27.95,1013.05,53.5,24.333333333333332
0.2,Yes,28.7,1012.35,65.0,33.333333333333336
0.6,No,28.25,1011.8,36.5,20.666666666666668
1.0,Yes,9.649999999999999,1017.05,61.0,32.333333333333336
0.4,No,12.799999999999999,1010.25,47.5,39.333333333333336
0.2,No,13.5,1023.4,55.0,29.333333333333332
1.0,No,10.225,1013.55,49.5,30.333333333333332
0.2,No,12.399999999999999,1021.7,67.0,27.333333333333332
0.2,No,15.100000000000001,1024.75,58.0,32.333333333333336
0.4,No,13.625,1015.2,45.0,30.0
0.2,No,5.1000000000000005,1020.75,64.5,17.333333333333332
0.4,Yes,10.9,1021.8,85.0,17.333333333333332
0.2,No,8.05,1014.1,51.5,33.333333333333336
0.2,No,20.450000000000003,1023.95,64.5,21.666666666666668
0.6,No,7.65,1022.0,79.0,22.0
0.6,No,11.125,1024.1,60.5,29.666666666666668
0.2,No,5.1,1027.4499999999998,64.5,18.0
0.2,No,13.325,1015.0,63.5,16.0
0.4,No,12.9,1019.25,79.0,14.0
0.8,No,22.275,1017.95,41.5,21.666666666666668
0.2,Yes,7.55,1023.7,86.5,7.666666666666667
0.2,No,13.325,1029.8,62.0,15.0
0.4,No,13.8,1020.2785714285715,42.5,16.0
0.6,No,15.15,1023.1,52.5,26.0
0.2,No,19.05,1023.5999999999999,55.0,24.666666666666668
0.5,Yes,24.275,1012.75,74.5,20.0
0.6,No,25.5,1009.45,70.5,20.666666666666668
0.2,Yes,24.375,1013.65,79.0,22.666666666666668
0.6,No,27.125,1009.75,71.5,37.0
0.8,Yes,19.200000000000003,1021.0,63.0,28.333333333333332
0.4,No,21.65,1015.8,54.5,22.0
0.4,No,27.424999999999997,1009.1500000000001,70.5,37.0
0.1,No,16.725,1025.2,81.0,23.0
1.0,Yes,16.974999999999998,1018.55,94.5,19.333333333333332
0.4,No,19.675,1023.5999999999999,62.5,16.0
0.4,No,16.25,1012.15,64.0,38.0
0.2,Yes,16.225,1020.63,68.0,30.0
0.8,Yes,22.9,1013.1,78.0,20.333333333333332
0.4,Yes,15.05,1005.25,51.0,31.0
0.6,No,15.675,1022.9,59.0,16.666666666666668
0.6,Yes,20.0,1003.45,51.5,26.0
0.6,No,28.025,1008.8,37.5,25.666666666666668
0.6,No,20.95,1009.7,56.0,31.666666666666668
0.2,No,17.225,1018.8,71.0,13.333333333333334
0.8,No,12.099999999999998,1024.75,91.5,15.0
0.2,Yes,9.225,1013.6,90.0,11.666666666666666
0.8,Yes,14.225,1013.5,88.5,35.666666666666664
0.2,No,17.9,1021.1,65.5,26.0
0.6,No,19.4,1016.3,88.0,8.333333333333334
0.2,Yes,21.825000000000003,1004.25,80.0,38.333333333333336
0.2,Yes,10.975,1023.2,82.5,27.666666666666668
0.2,No,18.525,1019.65,76.0,17.333333333333332
0.2,No,18.15,1010.0,79.0,19.333333333333332
0.2,No,12.475,1028.7,80.5,9.333333333333334
0.2,No,23.475,1016.45,63.0,18.0
0.2,No,10.100000000000001,1027.0500000000002,87.0,18.666666666666668
1.0,No,11.1,1032.65,85.0,10.333333333333334
0.4,Yes,11.225,1015.2,92.0,24.666666666666668
0.2,No,10.125,1020.9,86.5,21.333333333333332
0.6,No,12.1,1017.55,73.0,21.0
0.2,No,11.175,1015.75,82.0,25.0
0.2,Yes,14.4,1012.5,58.0,29.666666666666668
0.4,No,17.200000000000003,1016.95,56.5,21.666666666666668
0.4,No,16.275,1023.65,59.0,16.666666666666668
0.6,Yes,11.2,1008.2,78.0,20.0
0.2,Yes,15.725000000000001,1009.5,72.0,27.666666666666668
0.6,Yes,9.125,1022.25,94.5,22.666666666666668
0.2,Yes,12.825000000000001,1000.45,79.0,34.666666666666664
0.2,No,17.325000000000003,1024.75,68.5,22.666666666666668
0.2,No,13.325,1021.65,64.0,26.333333333333332
0.6,Yes,11.5,1015.6,88.5,29.0
0.8,No,12.425,1026.05,74.5,16.0
1.0,No,14.650000000000002,1018.7,61.0,25.333333333333332
1.0,No,14.75,1016.55,75.5,19.666666666666668
0.4,No,16.174999999999997,1017.3499999999999,81.0,10.666666666666666
0.2,Yes,21.174999999999997,1003.2,63.0,27.333333333333332
0.2,No,7.1,1024.55,88.0,7.666666666666667
0.2,No,10.425,1030.45,88.0,10.333333333333334
0.2,Yes,10.725,1021.25,89.5,21.666666666666668
0.2,Yes,11.45,996.7,95.0,24.0
0.2,No,11.375,1014.3499999999999,81.0,15.0
1.0,Yes,30.5,1009.05,63.0,20.333333333333332
0.4,No,31.550000000000004,1006.45,66.0,21.0
0.2,No,27.125,1011.5,80.5,31.0
0.2,Yes,28.700000000000003,1007.05,72.0,28.333333333333332
0.4,Yes,31.175,1009.75,57.5,18.0
0.4,No,28.725,1009.9000000000001,64.0,24.666666666666668
0.8,Yes,29.075,1006.85,69.0,28.0
0.8,Yes,27.2,1006.95,88.0,15.333333333333334
1.0,No,29.900000000000002,1013.45,50.5,25.333333333333332
0.2,No,26.525000000000002,1013.7,23.5,31.333333333333332
0.8,No,17.025,1023.5999999999999,60.0,39.666666666666664
0.2,No,25.075000000000003,1009.55,52.0,32.0
0.8,No,21.424999999999997,1014.0,68.0,27.333333333333332
0.4,No,27.424999999999997,1018.75,85.0,26.333333333333332
0.4,Yes,20.95,1007.95,83.5,30.666666666666668
0.8,No,22.625,1020.05,73.0,25.333333333333332
0.2,Yes,24.574999999999996,1006.0,65.5,26.666666666666668
0.4,No,25.5,1010.3,74.0,23.333333333333332
0.4,No,26.375,1020.0,64.5,34.666666666666664
0.8,No,25.8,1008.2,63.5,29.0
0.2,No,27.875,1001.4,77.5,22.0
0.4,No,20.275,1018.8499999999999,57.0,27.333333333333332
0.6,No,23.575,1011.85,72.5,36.333333333333336
0.4,Yes,24.724999999999998,1010.75,76.0,36.333333333333336
0.2,No,22.025,1016.95,94.0,19.333333333333332
0.6,Yes,22.175,1023.1,74.0,36.666666666666664
0.8,Yes,23.95,1018.2,70.5,33.333333333333336
0.2,No,22.75,1018.0,63.0,20.0
0.2,No,10.9,1012.25,58.0,23.0
0.2,No,9.325,1012.0,56.5,32.666666666666664
0.2,No,15.625,1009.8,52.0,34.0
0.2,Yes,10.475000000000001,1002.2,53.0,35.333333333333336
0.2,No,12.225000000000001,1022.0,66.0,24.333333333333332
0.2,No,7.875,1031.95,66.5,13.666666666666666
0.2,No,13.75,1010.8,87.0,23.333333333333332
0.6,Yes,20.5,1001.8499999999999,71.0,23.666666666666668
0.2,No,16.025,1018.4,56.5,20.333333333333332
0.8,No,10.75,1029.5,58.0,24.333333333333332
0.8,No,13.575,1008.3499999999999,47.0,33.333333333333336
0.2,No,13.524999999999999,1020.95,36.0,28.0
1.0,Yes,16.375,997.6500000000001,48.0,30.666666666666668
0.8,Yes,12.725,1021.3,89.0,15.666666666666666
1.0,Yes,17.724999999999998,1023.9000000000001,89.0,13.0
0.6,Yes,10.5,1005.5,51.5,18.0
0.2,Yes,9.075,1023.85,86.0,37.333333333333336
0.2,No,5.8,1028.65,78.0,14.333333333333334
0.2,No,19.7,1003.4,57.0,29.0
0.6,No,11.25,1014.95,67.0,31.333333333333332
0.4,No,16.025,1009.05,39.0,30.333333333333332
0.6,Yes,12.7,1008.15,83.0,31.0
0.2,No,12.3,1034.0,92.0,16.333333333333332
0.6,No,12.2,1004.1,47.0,28.666666666666668
0.4,No,18.65,1006.3,36.5,37.333333333333336
0.4,No,12.675,1013.2,44.5,35.333333333333336
0.2,No,12.65,1012.7,67.5,10.333333333333334
0.6,No,15.299999999999999,1019.0,49.5,26.0
0.2,No,19.575000000000003,1013.7,42.0,41.666666666666664
0.4,No,18.925,1010.2,45.5,28.666666666666668
0.4,No,8.600000000000001,1017.45,51.5,27.333333333333332
0.2,Yes,9.0,1003.1500000000001,79.5,17.666666666666668
0.2,No,16.675,1023.9,73.5,23.666666666666668
0.8,No,14.175,1014.35,64.0,20.333333333333332
1.0,No,9.875,1019.1,51.0,29.0
0.2,Yes,16.975,1013.7,67.0,18.0
0.2,Yes,20.175,1000.15,57.5,22.333333333333332
0.8,Yes,32.1875,1006.35,50.5,16.0
1.0,Yes,28.90833333333333,998.9000000000001,70.0,32.0
0.2,No,6.75,1022.95,85.5,5.0
0.1,No,5.8,1022.3,80.5,11.666666666666666
0.6,No,10.9,1024.5125,84.0,5.666666666666667
0.2,No,10.0,1022.6500000000001,90.5,8.666666666666666
0.6,No,12.25,1027.45,47.5,15.666666666666666
0.2,No,15.55,1021.4833333333333,57.0,18.333333333333332
0.2,No,6.375,1030.0500000000002,80.5,3.0
0.6,No,22.425,1014.8500000000001,77.5,20.333333333333332
0.1,No,6.2,1025.7,87.0,10.0
1.0,Yes,10.15,1018.85,86.0,15.333333333333334
0.4,Yes,8.25,1016.5999999999999,93.5,15.0
0.1,No,7.775,1001.5999999999999,80.5,5.666666666666667
0.8,Yes,6.0,1029.4,93.5,9.0
0.6,No,3.7,1030.3,93.0,3.6666666666666665
0.4,No,11.175,1001.35,53.0,27.666666666666668
0.8,No,16.75,1009.05,45.5,37.666666666666664
0.8,No,7.699999999999999,1014.0,90.0,6.333333333333333
0.2,No,12.825,1010.45,64.5,32.0
0.2,Yes,22.65,1019.05,66.0,20.0
0.3,No,10.45,1018.5,73.5,21.333333333333332
0.2,Yes,11.9,1016.98,85.0,36.333333333333336
0.2,No,13.725000000000001,1023.3,58.5,28.333333333333332
0.2,No,17.275,1021.55,82.5,20.0
0.2,No,15.174999999999999,1021.2,67.0,25.333333333333332
0.2,No,16.475,1030.15,61.0,22.333333333333332
0.4,No,17.200000000000003,1021.1,65.0,19.666666666666668
0.8,No,11.8,1030.15,67.5,12.0
0.8,No,18.200000000000003,1011.1,49.5,28.333333333333332
1.0,Yes,11.524999999999999,1011.65,78.0,36.666666666666664
1.0,No,12.625,1015.3,53.0,33.666666666666664
1.0,No,16.675,1017.05,53.5,17.333333333333332
0.2,No,14.8,1011.45,47.5,19.333333333333332
0.2,Yes,11.45,1015.2,68.0,33.0
0.2,No,18.1,1007.6,39.0,21.666666666666668
0.2,Yes,21.975,1014.05,81.5,11.666666666666666
0.2,No,18.5,1033.8,55.5,26.0
0.2,No,21.6,1015.9000000000001,64.5,11.666666666666666
0.8,No,17.25,998.9000000000001,49.5,33.666666666666664
0.4,No,13.975000000000001,1022.7,69.5,20.666666666666668
1.0,Yes,13.3,1009.65,59.5,23.666666666666668
0.4,Yes,14.399999999999999,1011.1,77.0,18.0
0.4,No,15.149999999999999,1023.05,63.5,14.666666666666666
0.4,Yes,13.25,1021.0,62.5,25.666666666666668
0.2,Yes,19.9,1014.85,72.5,21.0
0.2,No,10.775,1026.5500000000002,82.5,14.333333333333334
0.4,No,12.025000000000002,1025.5,50.0,38.666666666666664
0.8,No,12.925,1015.3,53.5,29.666666666666668
0.6,Yes,13.775000000000002,1016.0,73.5,36.666666666666664
0.6,No,17.175,1010.4000000000001,77.0,25.333333333333332
0.4,Yes,25.6,1017.8,44.5,31.333333333333332
0.2,No,11.024999999999999,1019.1,59.0,37.666666666666664
0.6,No,14.474999999999998,1018.2,41.0,27.333333333333332
0.2,No,16.25,1020.4000000000001,79.5,29.0
0.4,No,9.649999999999999,1030.7,78.0,23.333333333333332
0.6,No,12.325,1025.1,62.0,22.0
0.2,Yes,12.775,1006.05,77.0,41.0
0.4,Yes,13.625,1022.45,81.5,31.0
1.0,No,16.2,1019.05,60.0,37.0
0.6,No,12.225,1012.8,46.0,40.666666666666664
0.2,No,12.8,1022.2,72.0,23.666666666666668
0.2,No,8.15,1025.9,81.0,18.666666666666668
0.4,No,10.775,1019.0,73.5,27.666666666666668
0.8,No,10.675,1017.2,75.0,32.333333333333336
0.2,Yes,5.725,1017.75,93.0,18.333333333333332
0.4,No,9.3,1018.55,60.5,21.666666666666668
0.2,No,11.625,1023.3499999999999,54.0,24.666666666666668
0.2,No,14.775,1017.05,57.5,24.0
0.2,No,27.575,1007.8499999999999,33.5,38.666666666666664
1.0,No,24.25,1015.8,68.0,26.666666666666668
0.6,No,12.875,1021.95,73.0,10.666666666666666
0.2,Yes,22.1,1010.85,55.0,20.333333333333332
0.6,No,21.6,1009.1,34.0,31.666666666666668
0.6,Yes,21.675,1009.5,86.0,24.0
0.2,No,26.775,1014.0,64.0,18.0
0.2,No,19.725,1014.0999999999999,51.5,27.333333333333332
0.4,No,27.3,1009.85,37.5,36.666666666666664
0.2,No,11.975,1025.45,56.5,17.333333333333332
0.2,Yes,10.425,1023.2,66.5,30.333333333333332
0.6,No,13.8,1013.25,56.0,37.666666666666664
0.2,No,9.600000000000001,1022.4,68.0,24.666666666666668
1.0,Yes,10.925,1014.8499999999999,70.5,21.333333333333332
0.6,Yes,14.025000000000002,1015.15,83.0,26.0
0.4,Yes,9.825,1009.6500000000001,69.5,22.333333333333332
0.2,No,13.575,1027.35,74.5,18.666666666666668
0.2,Yes,8.975000000000001,1013.6,79.0,16.666666666666668
0.2,Yes,10.975000000000001,1017.55,65.0,34.666666666666664
0.2,No,10.375,1027.55,74.0,26.0
0.2,No,11.025,1034.3,79.0,11.666666666666666
0.8,No,9.075,1029.6,82.0,26.333333333333332
0.4,No,10.35,1024.15,79.0,13.666666666666666
0.6,No,13.174999999999999,1027.4,74.0,21.333333333333332
0.2,No,15.6,1017.35,84.5,22.0
0.2,No,13.525,1028.6,79.0,15.333333333333334
0.2,No,11.274999999999999,1030.2,74.0,15.333333333333334
0.8,Yes,14.425,1002.75,89.0,29.333333333333332
0.2,No,12.525,1026.3000000000002,73.0,21.333333333333332
0.4,Yes,12.049999999999999,1008.35,59.5,24.333333333333332
0.2,Yes,11.325000000000001,1000.0,81.0,39.333333333333336
0.2,No,9.025,1022.25,81.0,17.666666666666668
